,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,SKS_S1,SKS_S2,IP_S1,IP_S2,IPK_TERAKHIR
1561,L,BIO,G2,SMP,PDG,BPN,21.0,21.0,2.19,2.81,IPK_M
774,P,MTK,G3,SRJN,GRD,GRD,21.0,18.0,2.67,3.11,IPK_SM
1684,P,BIO,G3,LL,LL,PNS,21.0,23.0,3.0,3.0,IPK_SM
66,L,FISIKA,G1,SMTA,LL,PDG,20.0,22.0,2.26,1.89,IPK_KM
273,L,FISIKA,G4,SMTA,PDG,PNS,18.0,19.0,3.0,3.26,IPK_SM
1053,P,MTK,G2,SMP,LL,LL,21.0,19.0,2.9,3.32,IPK_SM
999,P,MTK,G3,LL,LL,PDG,21.0,18.0,3.0,3.11,IPK_SM
1045,P,MTK,G3,SMP,LL,PDG,21.0,19.0,2.62,2.53,IPK_M
1470,P,BIO,G2,SD,PDG,GRD,21.0,21.0,2.1,1.81,IPK_M
1890,P,IF,G2,SMTA,LL,PSN,19.0,18.0,2.95,3.5,IPK_SM
388,L,FISIKA,G2,SD,BPN,PDG,20.0,20.0,2.85,2.7,IPK_M
971,P,MTK,G3,SMTA,PNS,PS,21.0,18.0,2.71,3.22,IPK_SM
1834,L,IF,G4,SRJN,PNS,PNS,19.0,18.0,2.74,2.44,IPK_SM
1144,L,MTK,G1,SRJN,LL,LL,21.0,19.0,2.95,2.68,IPK_SM
918,P,MTK,G3,SMTA,LL,PSN,21.0,18.0,3.24,2.72,IPK_SM
264,L,FISIKA,G4,SRJN,GRD,PNS,18.0,19.0,2.94,2.58,IPK_SM
1409,P,BIO,G3,SMTA,PS,GRD,21.0,21.0,2.46,2.67,IPK_SM
713,P,MTK,G3,SRJN,GRD,PNS,16.0,17.0,3.06,3.24,IPK_SM
692,P,MTK,G3,SRJN,GRD,PDG,19.0,17.0,2.81,2.95,IPK_SM
2052,L,IF,G3,SMP,PDG,PNS,20.0,20.0,3.05,3.1,IPK_SM
1619,P,BIO,G2,SMP,BPN,BPN,21.0,23.0,3.05,2.78,IPK_SM
881,P,MTK,G3,SRJN,GRD,GRD,21.0,18.0,2.1,1.83,IPK_M
873,P,MTK,G3,SMTA,PDG,PDG,21.0,18.0,2.29,2.33,IPK_SM
1568,P,BIO,G3,SRJN,GRD,PNS,21.0,21.0,2.48,2.81,IPK_M
1685,P,BIO,G5,SRJN,GRD,PNS,21.0,19.0,2.86,3.47,IPK_SM
1100,P,MTK,G4,SMTA,PDG,PDG,21.0,19.0,2.67,2.53,IPK_SM
206,P,FISIKA,G3,SD,PDG,PDG,18.0,19.0,2.44,2.84,IPK_M
975,P,MTK,G7,SRJN,PS,PS,21.0,18.0,2.71,2.67,IPK_SM
430,P,FISIKA,G2,SMTA,PDG,PDG,19.0,24.0,3.21,3.04,IPK_SM
399,P,FISIKA,G4,SRJN,GRD,GRD,20.0,22.0,3.15,3.36,IPK_SM
257,L,FISIKA,G1,SMP,BPN,PDG,18.0,19.0,2.39,3.0,IPK_M
1405,P,BIO,G2,SMP,BPN,PSN,21.0,21.0,2.5,3.1,IPK_SM
358,P,FISIKA,G3,SD,PDG,PDG,20.0,20.0,2.95,2.0,IPK_KM
682,P,MTK,G2,SMP,LL,PNS,16.0,17.0,3.18,2.99,IPK_SM
937,P,MTK,G3,SRJN,GRD,PNS,21.0,18.0,2.86,2.67,IPK_M
1550,P,BIO,G3,SD,LL,PDG,21.0,21.0,2.81,3.1,IPK_SM
1523,L,BIO,G1,SMTA,BPN,BPN,21.0,21.0,2.33,2.33,IPK_SM
1973,L,IF,G4,SRJN,PDG,GRD,19.0,20.0,2.79,2.95,IPK_SM
353,L,FISIKA,G4,SD,LL,PS,20.0,22.0,3.05,2.95,IPK_SM
719,L,MTK,G1,LL,PDG,BPN,16.0,17.0,3.01,2.79,IPK_SM
1960,P,IF,G4,SRJN,PNS,PS,19.0,20.0,2.95,2.9,IPK_SM
300,L,FISIKA,G2,SMTA,LL,LL,18.0,19.0,2.67,2.95,IPK_SM
803,P,MTK,G3,LL,LL,PDG,21.0,18.0,3.0,3.11,IPK_SM
1039,L,MTK,G3,LL,PDG,PDG,21.0,19.0,2.52,2.89,IPK_SM
1544,L,BIO,G2,LL,PS,PS,21.0,21.0,2.57,2.67,IPK_SM
262,P,FISIKA,G3,SMTA,LL,GRD,18.0,19.0,2.61,2.16,IPK_M
476,P,FISIKA,G3,SMTA,LL,PS,19.0,22.0,3.11,3.0,IPK_SM
2060,P,IF,G3,SRJN,GRD,PDG,20.0,20.0,3.3,3.1,IPK_SM
1617,L,BIO,G3,SMTA,PS,PS,21.0,23.0,3.14,3.43,IPK_SM
750,P,MTK,G2,SD,BPN,PNS,18.0,18.0,2.69,2.81,IPK_SM
1400,P,BIO,G1,SD,PDG,PDG,21.0,21.0,2.79,2.77,IPK_SM
1049,P,MTK,G4,SRJN,LL,PNS,21.0,22.0,3.1,3.18,IPK_SM
1125,L,MTK,G4,SRJN,GRD,GRD,21.0,19.0,2.81,2.63,IPK_SM
733,P,MTK,G3,SMTA,LL,PNS,21.0,18.0,2.91,3.0,IPK_SM
143,P,FISIKA,G2,SMP,BPN,LL,18.0,19.0,1.93,2.21,IPK_KM
911,P,MTK,G3,SMTA,LL,BPN,21.0,18.0,3.48,2.83,IPK_SM
460,L,FISIKA,G4,SRJN,GRD,PDG,19.0,22.0,3.26,3.36,IPK_CUM
427,L,FISIKA,G2,SD,LL,BPN,19.0,22.0,3.11,3.0,IPK_SM
1830,L,IF,G4,SD,LL,PNS,19.0,18.0,2.37,2.33,IPK_SM
1173,P,MTK,G3,SMTA,PDG,LL,21.0,19.0,3.1,2.68,IPK_SM
208,L,FISIKA,G3,SD,LL,PS,18.0,19.0,3.06,2.74,IPK_SM
1031,L,MTK,G2,LL,LL,PDG,21.0,19.0,2.57,2.58,IPK_SM
1977,L,IF,G4,SRJN,GRD,GRD,19.0,20.0,3.58,3.25,IPK_SM
1328,L,BIO,G1,SRJN,PS,PNS,18.0,21.0,2.38,2.39,IPK_M
1927,L,IF,G4,SMTA,LL,PDG,19.0,18.0,3.0,2.67,IPK_SM
162,L,FISIKA,G2,SD,BPN,PSN,18.0,19.0,2.08,2.12,IPK_M
1756,L,BIO,G3,SRJN,GRD,GRD,22.0,23.0,3.23,3.0,IPK_SM
1604,P,BIO,G2,SMTA,GRD,BPN,21.0,21.0,3.62,3.14,IPK_SM
1524,P,BIO,G3,SD,PDG,BPN,21.0,21.0,2.24,2.81,IPK_SM
284,L,FISIKA,G2,SD,BPN,BPN,18.0,19.0,2.61,2.58,IPK_SM
1886,L,IF,G4,SRJN,GRD,GRD,19.0,18.0,3.26,3.56,IPK_CUM
782,P,MTK,G1,SMP,LL,LL,21.0,18.0,2.81,3.06,IPK_SM
1998,L,IF,G4,SRJN,GRD,PS,19.0,20.0,2.79,1.85,IPK_KM
1499,L,BIO,G4,SRJN,PSN,PNS,21.0,21.0,1.95,1.76,IPK_M
1994,P,IF,G4,SMTA,GRD,PS,19.0,20.0,3.11,3.25,IPK_SM
1972,L,IF,G3,SRJN,PS,PS,19.0,20.0,4.0,3.5,IPK_CUM
1046,P,MTK,G2,SD,BPN,BPN,21.0,19.0,2.95,3.26,IPK_SM
187,P,FISIKA,G2,SRJN,PDG,PDG,18.0,17.0,1.56,2.0,IPK_KM
1032,P,MTK,G2,SMP,LL,PSN,21.0,19.0,2.57,2.42,IPK_M
976,P,MTK,G3,SMTA,PDG,PDG,21.0,18.0,2.48,2.94,IPK_M
1048,P,MTK,G4,SRJN,PDG,PNS,21.0,19.0,2.24,2.74,IPK_M
369,P,FISIKA,G4,SMTA,LL,PS,20.0,20.0,2.75,2.15,IPK_M
1532,P,BIO,G4,SMTA,PDG,PNS,21.0,21.0,2.86,3.29,IPK_SM
1835,P,IF,G4,SMP,LL,PDG,19.0,18.0,3.21,2.5,IPK_SM
689,P,MTK,G3,SRJN,GRD,GRD,13.0,14.0,2.85,2.61,IPK_SM
1978,P,IF,G2,SRJN,LL,PS,19.0,20.0,2.95,3.35,IPK_SM
194,P,FISIKA,G3,SMTA,PDG,PSN,18.0,19.0,2.22,2.37,IPK_SM
1894,P,IF,G3,SMTA,LL,PS,19.0,18.0,3.0,3.0,IPK_SM
283,P,FISIKA,G1,SMP,BPN,BPN,18.0,19.0,2.11,2.11,IPK_M
1403,L,BIO,G1,LL,BPN,BPN,21.0,21.0,2.88,3.14,IPK_SM
771,P,MTK,G1,SD,LL,LL,21.0,18.0,3.24,3.28,IPK_SM
128,P,FISIKA,G2,SRJN,GRD,PNS,18.0,17.0,1.59,1.86,IPK_KM
135,P,FISIKA,G1,SMP,LL,LL,18.0,17.0,2.54,2.86,IPK_M
107,P,FISIKA,G2,SMTA,PS,PS,18.0,19.0,2.3,2.72,IPK_SM
1317,P,BIO,G3,SRJN,GRD,LL,21.0,17.0,1.95,3.09,IPK_SM
945,P,MTK,G1,SMP,LL,PDG,21.0,18.0,3.1,2.72,IPK_SM
1525,P,BIO,G4,SMTA,LL,PDG,21.0,21.0,3.1,3.29,IPK_SM
1668,P,BIO,G6,SMTA,LL,PS,21.0,23.0,3.19,2.96,IPK_SM
1309,P,BIO,G1,SMTA,BPN,PDG,18.0,21.0,3.03,3.23,IPK_SM
185,P,FISIKA,G3,SMTA,GRD,PSN,18.0,19.0,2.82,2.55,IPK_SM
1926,P,IF,G3,SRJN,GRD,PNS,19.0,18.0,2.84,3.0,IPK_SM
317,P,FISIKA,G3,SMP,PNS,BPN,20.0,21.0,3.05,3.76,IPK_SM
1052,P,MTK,G2,SMTA,PSN,PSN,21.0,19.0,2.57,3.42,IPK_SM
1474,P,BIO,G2,SMTA,PS,BPN,21.0,21.0,2.57,2.38,IPK_SM
1990,L,IF,G4,SMTA,LL,PS,19.0,20.0,3.42,3.85,IPK_CUM
1923,L,IF,G4,SRJN,PNS,GRD,19.0,18.0,3.26,3.5,IPK_SM
993,P,MTK,G4,SRJN,GRD,GRD,21.0,18.0,2.71,2.61,IPK_SM
1754,L,BIO,G7,SRJN,LL,PNS,22.0,23.0,3.86,3.09,IPK_CUM
1133,P,MTK,G2,SMTA,LL,PDG,21.0,19.0,3.14,2.89,IPK_SM
1640,P,BIO,G3,SD,PDG,PDG,21.0,23.0,3.0,3.7,IPK_SM
1311,L,BIO,G1,LL,BPN,BPN,21.0,14.0,1.83,3.06,IPK_M
1545,P,BIO,G2,SD,LL,LL,21.0,21.0,2.9,3.19,IPK_M
758,P,MTK,G3,SMTA,PDG,PNS,21.0,18.0,2.82,2.56,IPK_SM
953,P,MTK,G3,SRJN,GRD,GRD,21.0,18.0,3.24,2.83,IPK_SM
869,L,MTK,G2,SMTA,PDG,PDG,21.0,18.0,1.95,1.72,IPK_KM
1607,P,BIO,G2,SD,LL,BPN,21.0,21.0,3.38,3.48,IPK_CUM
226,L,FISIKA,G2,SMTA,LL,GRD,18.0,17.0,1.89,1.76,IPK_KM
1383,P,BIO,G1,SD,PDG,PDG,21.0,21.0,2.31,2.5,IPK_SM
1997,L,IF,G2,SMTA,PDG,PDG,19.0,20.0,2.79,2.85,IPK_KM
1147,P,MTK,G4,SMTA,LL,PS,21.0,19.0,3.19,2.84,IPK_SM
829,L,MTK,G2,SMTA,PDG,GRD,21.0,18.0,3.14,3.22,IPK_SM
2081,L,IF,G4,SMTA,LL,GRD,20.0,20.0,3.05,3.42,IPK_SM
254,P,FISIKA,G4,SMTA,PDG,GRD,18.0,19.0,2.94,3.0,IPK_SM
1724,P,BIO,G2,SMP,BPN,BPN,22.0,21.0,3.23,3.19,IPK_SM
906,P,MTK,G3,SD,LL,PS,21.0,18.0,3.52,3.5,IPK_SM
256,P,FISIKA,G3,SD,LL,BPN,18.0,19.0,2.33,2.11,IPK_SM
1840,L,IF,G2,SMTA,LL,LL,19.0,18.0,3.05,2.11,IPK_SM
1696,L,BIO,G5,SMTA,LL,PS,21.0,23.0,3.1,3.57,IPK_CUM
1278,P,BIO,G3,LL,PDG,PDG,24.0,22.0,2.93,3.5,IPK_SM
1638,P,BIO,G3,SRJN,PS,PDG,21.0,23.0,3.14,3.0,IPK_SM
125,L,FISIKA,G3,SMTA,LL,PNS,18.0,17.0,2.37,2.41,IPK_M
329,P,FISIKA,G3,SRJN,PNS,BPN,20.0,23.0,3.1,3.48,IPK_CUM
805,P,MTK,G2,LL,BPN,BPN,21.0,18.0,2.67,2.5,IPK_SM
811,L,MTK,G1,SRJN,LL,LL,21.0,18.0,3.05,2.94,IPK_M
727,P,MTK,G3,SMP,LL,PS,21.0,18.0,2.86,3.11,IPK_SM
883,L,MTK,G2,SD,LL,PDG,21.0,18.0,2.81,2.28,IPK_M
327,L,FISIKA,G5,SRJN,GRD,PNS,20.0,23.0,3.0,3.61,IPK_SM
1086,P,MTK,G1,LL,PDG,PDG,21.0,19.0,2.95,3.11,IPK_SM
1541,P,BIO,G4,SMTA,LL,GRD,21.0,23.0,3.24,3.35,IPK_CUM
1448,P,BIO,G3,SRJN,GRD,PS,21.0,21.0,3.48,3.38,IPK_CUM
207,L,FISIKA,G2,LL,PDG,BPN,18.0,19.0,2.11,2.26,IPK_KM
1485,P,BIO,G2,SRJN,GRD,PDG,21.0,21.0,2.71,3.24,IPK_CUM
1596,P,BIO,G6,SMP,LL,PDG,21.0,23.0,3.52,3.61,IPK_CUM
438,P,FISIKA,G4,SMTA,BPN,GRD,19.0,22.0,3.79,4.0,IPK_CUM
1882,P,IF,G4,SMTA,PNS,PS,19.0,18.0,3.11,3.72,IPK_CUM
865,P,MTK,G2,SMP,BPN,BPN,21.0,18.0,1.95,1.78,IPK_KM
1879,L,IF,G3,SMTA,LL,GRD,19.0,18.0,3.16,3.39,IPK_SM
1725,P,BIO,G3,SD,BPN,BPN,22.0,23.0,3.68,3.35,IPK_CUM
884,P,MTK,G4,SRJN,GRD,PSN,21.0,18.0,2.62,2.72,IPK_M
1005,P,MTK,G3,SMTA,PDG,PDG,21.0,18.0,3.71,3.28,IPK_CUM
454,P,FISIKA,G3,SMTA,LL,PDG,19.0,24.0,3.42,3.29,IPK_SM
478,L,FISIKA,G4,SRJN,PNS,PS,19.0,17.0,2.26,3.0,IPK_SM
1043,L,MTK,G2,SMP,LL,LL,21.0,19.0,2.19,2.42,IPK_SM
1325,L,BIO,G2,SMTA,GRD,GRD,21.0,21.0,2.63,2.98,IPK_SM
790,P,MTK,G1,SMP,BPN,BPN,21.0,18.0,3.05,3.11,IPK_SM
1905,L,IF,G4,SMTA,PNS,GRD,19.0,18.0,2.21,3.33,IPK_SM
1855,P,IF,G3,SRJN,GRD,PSN,19.0,18.0,3.42,3.67,IPK_CUM
957,P,MTK,G4,SMTA,LL,PDG,21.0,18.0,3.14,3.22,IPK_SM
1271,P,BIO,G1,SD,BPN,BPN,21.0,21.0,3.07,3.32,IPK_SM
763,L,MTK,G3,SRJN,GRD,GRD,21.0,18.0,2.2,2.38,IPK_SM
240,L,FISIKA,G2,SMP,PDG,PS,18.0,19.0,2.06,2.32,IPK_M
875,P,MTK,G5,SMTA,PDG,PDG,21.0,18.0,1.95,1.94,IPK_M
1354,P,BIO,G2,SMTA,PDG,PS,21.0,21.0,2.72,3.45,IPK_SM
1627,P,BIO,G3,LL,LL,PDG,21.0,23.0,3.14,3.0,IPK_SM
1658,P,BIO,G5,SRJN,LL,PS,21.0,23.0,3.19,3.04,IPK_SM
683,P,MTK,G2,SMP,PDG,PDG,19.0,17.0,2.68,2.71,IPK_SM
1762,P,BIO,G4,SMTA,LL,LL,22.0,21.0,2.55,2.71,IPK_SM
1870,P,IF,G4,SRJN,LL,PNS,19.0,18.0,2.47,2.78,IPK_SM
1457,L,BIO,G4,SMP,PDG,PDG,21.0,21.0,2.62,2.05,IPK_SM
1691,P,BIO,G3,SMP,LL,BPN,21.0,23.0,3.38,3.39,IPK_CUM
1468,P,BIO,G2,SD,LL,PDG,21.0,21.0,2.86,2.48,IPK_SM
1555,L,BIO,G5,SRJN,GRD,PNS,21.0,21.0,2.62,2.38,IPK_M
1515,L,BIO,G3,SMP,PDG,PDG,21.0,21.0,3.14,3.38,IPK_CUM
179,P,FISIKA,G3,SD,LL,PNS,18.0,19.0,2.96,3.27,IPK_SM
1713,L,BIO,G3,SMTA,PS,PNS,21.0,19.0,2.9,3.0,IPK_SM
337,P,FISIKA,G4,SMP,LL,PDG,20.0,21.0,2.45,2.9,IPK_M
2046,L,IF,G3,LL,LL,LL,20.0,20.0,3.1,3.05,IPK_M
141,P,FISIKA,G3,SMTA,PDG,PDG,18.0,19.0,2.25,2.8,IPK_M
1388,P,BIO,G3,SRJN,GRD,GRD,21.0,21.0,3.0,3.26,IPK_SM
2079,P,IF,G4,SRJN,PNS,PNS,20.0,20.0,3.75,3.85,IPK_CUM
799,P,MTK,G3,SMTA,LL,PSN,21.0,18.0,2.95,2.83,IPK_SM
433,P,FISIKA,G4,SMTA,LL,GRD,19.0,24.0,3.21,2.75,IPK_SM
1715,P,BIO,G2,LL,GRD,LL,21.0,21.0,3.19,3.71,IPK_CUM
215,P,FISIKA,G2,SD,BPN,BPN,18.0,19.0,2.0,2.26,IPK_M
2082,L,IF,G5,SRJN,GRD,PNS,20.0,20.0,2.75,2.8,IPK_SM
856,L,MTK,G2,SRJN,PDG,PS,21.0,18.0,2.43,2.5,IPK_KM
1433,L,BIO,G3,SRJN,PDG,PSN,21.0,21.0,3.0,2.67,IPK_SM
466,P,FISIKA,G4,SMTA,LL,PS,19.0,19.0,2.68,2.21,IPK_SM
