,JK,JUR,GAJI_ORTU,PDK_IBU,PEK_IBU,PEK_AYAH,IPK_TERAKHIR
751,P,BIO,G2,SD,LL,PDG,IPK_SM
752,P,BIO,G4,LL,BPN,BPN,IPK_SM
753,P,BIO,G2,SMTA,PDG,PDG,IPK_CUM
754,P,BIO,G1,SD,PDG,PDG,IPK_SM
755,P,BIO,G4,SRJN,GRD,GRD,IPK_SM
756,P,BIO,G2,SMTA,PS,BPN,IPK_SM
757,P,BIO,G6,SRJN,PNS,PNS,IPK_M
758,L,BIO,G4,SRJN,PNS,PS,IPK_M
759,L,BIO,G1,SD,BPN,BPN,IPK_SM
760,L,BIO,G3,SRJN,GRD,PDG,IPK_SM
761,P,BIO,G2,SMP,LL,BPN,IPK_SM
762,P,BIO,G4,SD,LL,PS,IPK_SM
763,P,BIO,G2,SMTA,PS,BPN,IPK_SM
764,P,BIO,G2,SRJN,GRD,PDG,IPK_CUM
765,P,BIO,G4,SMTA,GRD,PDG,IPK_SM
766,P,BIO,G3,LL,PDG,PDG,IPK_SM
767,P,BIO,G1,LL,BPN,BPN,IPK_SM
768,P,BIO,G2,SMTA,PDG,GRD,IPK_SM
769,P,BIO,G3,SRJN,GRD,GRD,IPK_M
770,P,BIO,G2,SMTA,LL,PDG,IPK_M
771,P,BIO,G2,SD,PDG,PS,IPK_SM
772,P,BIO,G4,SRJN,LL,PS,IPK_CUM
773,P,BIO,G2,LL,LL,BPN,IPK_SM
774,P,BIO,G4,SMTA,LL,PNS,IPK_M
775,L,BIO,G4,SRJN,PSN,PNS,IPK_M
776,P,BIO,G3,SMP,PDG,GRD,IPK_SM
777,P,BIO,G3,LL,BPN,BPN,IPK_M
778,L,BIO,G4,SD,LL,PDG,IPK_KM
779,P,BIO,G5,SMTA,LL,PS,IPK_M
780,L,BIO,G2,SMTA,LL,PNS,IPK_SM
781,L,BIO,G1,SMTA,PS,BPN,IPK_SM
782,P,BIO,G2,SD,PDG,PDG,IPK_SM
783,P,BIO,G3,LL,LL,LL,IPK_KM
784,P,BIO,G4,SRJN,PS,PS,IPK_SM
785,P,BIO,G4,SMTA,LL,GRD,IPK_SM
786,L,BIO,G3,SMP,PDG,PDG,IPK_CUM
787,P,BIO,G1,LL,BPN,BPN,IPK_SM
788,P,BIO,G3,SRJN,GRD,PS,IPK_SM
789,L,BIO,G3,SRJN,GRD,GRD,IPK_SM
790,L,BIO,G4,SRJN,PNS,PDG,IPK_SM
791,P,BIO,G3,SMTA,PDG,PDG,IPK_SM
792,L,BIO,G1,SMTA,BPN,BPN,IPK_SM
793,P,BIO,G3,SD,PDG,BPN,IPK_SM
794,P,BIO,G4,SMTA,LL,PDG,IPK_SM
795,P,BIO,G1,SMP,LL,PDG,IPK_M
796,L,BIO,G4,SD,PDG,PDG,IPK_SM
797,P,BIO,G4,SRJN,GRD,GRD,IPK_CUM
798,P,BIO,G3,SMTA,PDG,GRD,IPK_CUM
799,P,BIO,G4,SRJN,GRD,GRD,IPK_SM
800,P,BIO,G3,SMTA,PDG,PNS,IPK_SM
801,P,BIO,G4,SRJN,GRD,PNS,IPK_SM
802,P,BIO,G4,SMP,LL,PS,IPK_SM
803,P,BIO,G4,SMTA,LL,GRD,IPK_CUM
804,P,BIO,G3,SRJN,GRD,GRD,IPK_M
805,P,BIO,G4,SRJN,LL,PDG,IPK_SM
806,L,BIO,G2,LL,PS,PS,IPK_SM
807,P,BIO,G2,SD,LL,LL,IPK_M
808,L,BIO,G3,SRJN,LL,GRD,IPK_SM
809,P,BIO,G4,SRJN,PDG,PNS,IPK_SM
810,P,BIO,G3,SMTA,PS,PSN,IPK_SM
811,P,BIO,G3,SD,LL,PDG,IPK_SM
812,P,BIO,G2,SMTA,PDG,PS,IPK_KM
813,P,BIO,G3,SMTA,PDG,PDG,IPK_SM
814,P,BIO,G2,SMTA,BPN,BPN,IPK_CUM
815,P,BIO,G3,SRJN,PNS,PSN,IPK_CUM
816,P,BIO,G2,SMP,PDG,PDG,IPK_CUM
817,P,BIO,G2,SRJN,PDG,PDG,IPK_CUM
818,P,BIO,G2,SMTA,LL,PS,IPK_CUM
819,L,BIO,G2,SMP,PDG,BPN,IPK_M
820,P,BIO,G5,SRJN,GRD,PSN,IPK_SM
821,P,BIO,G4,SMTA,PDG,GRD,IPK_KM
822,L,BIO,G2,SMP,LL,PSN,IPK_KM
823,P,BIO,G3,SRJN,GRD,PNS,IPK_M
824,P,BIO,G3,SRJN,PSN,PNS,IPK_M
825,P,BIO,G6,SMP,PDG,PDG,IPK_M
826,L,BIO,G4,SMTA,LL,PNS,IPK_M
827,L,BIO,G3,SMTA,PDG,PDG,IPK_SM
828,P,BIO,G4,SMP,LL,PDG,IPK_SM
829,P,BIO,G2,SMP,LL,PDG,IPK_SM
830,P,BIO,G4,SRJN,LL,PDG,IPK_CUM
831,P,BIO,G2,SMP,PDG,PDG,IPK_SM
832,P,BIO,G4,SRJN,GRD,GRD,IPK_SM
833,L,BIO,G2,SRJN,GRD,GRD,IPK_SM
834,P,BIO,G4,SRJN,LL,PDG,IPK_SM
835,P,BIO,G4,SMTA,PNS,ABRI,IPK_SM
836,P,BIO,G4,SRJN,GRD,PNS,IPK_SM
837,P,BIO,G3,SMP,PDG,PDG,IPK_SM
838,P,BIO,G2,SMTA,PDG,BPN,IPK_SM
839,P,BIO,G6,SMP,LL,PDG,IPK_CUM
840,P,BIO,G4,SRJN,PNS,GRD,IPK_SM
841,P,BIO,G4,SRJN,LL,LL,IPK_CUM
842,P,BIO,G2,SMTA,LL,PS,IPK_SM
843,L,BIO,G4,SRJN,BPN,PNS,IPK_SM
844,P,BIO,G7,SRJN,GRD,PNS,IPK_M
845,P,BIO,G2,SMTA,PDG,PDG,IPK_SM
846,P,BIO,G2,SD,LL,BPN,IPK_CUM
847,P,BIO,G2,SMTA,LL,BPN,IPK_SM
848,L,BIO,G7,SMTA,LL,PNS,IPK_M
849,L,BIO,G4,SRJN,LL,PNS,IPK_M
850,P,BIO,G4,SRJN,GRD,LL,IPK_SM
851,P,BIO,G3,SMTA,LL,PSN,IPK_CUM
852,L,BIO,G4,SMTA,GRD,PNS,IPK_SM
853,L,BIO,G3,SMTA,PS,PS,IPK_SM
854,P,BIO,G3,SD,PDG,PDG,IPK_SM
855,P,BIO,G2,SMP,BPN,BPN,IPK_SM
856,P,BIO,G2,SMTA,PDG,PSN,IPK_SM
857,P,BIO,G3,SMP,PDG,LL,IPK_SM
858,P,BIO,G3,SRJN,PDG,PDG,IPK_SM
859,P,BIO,G4,SRJN,PNS,GRD,IPK_SM
860,P,BIO,G4,SRJN,GRD,GRD,IPK_SM
861,L,BIO,G4,SMTA,LL,PNS,IPK_SM
862,P,BIO,G3,LL,LL,PDG,IPK_SM
863,P,BIO,G4,SRJN,LL,PDG,IPK_CUM
864,L,BIO,G2,SD,LL,PDG,IPK_SM
865,P,BIO,G4,SRJN,LL,PNS,IPK_SM
866,P,BIO,G2,SD,PDG,PDG,IPK_SM
867,P,BIO,G2,SMTA,LL,PDG,IPK_SM
868,P,BIO,G6,SRJN,GRD,PSN,IPK_SM
869,P,BIO,G3,SD,LL,PDG,IPK_SM
870,P,BIO,G2,SMTA,LL,LL,IPK_SM
871,P,BIO,G3,SRJN,GRD,PSN,IPK_SM
872,P,BIO,G2,SD,BPN,BPN,IPK_SM
873,P,BIO,G1,SD,BPN,BPN,IPK_SM
874,P,BIO,G3,SRJN,GRD,BPN,IPK_SM
875,P,BIO,G2,SMTA,LL,PS,IPK_SM
876,L,BIO,G4,SMTA,LL,ABRI,IPK_CUM
877,L,BIO,G3,SRJN,LL,GRD,IPK_SM
878,P,BIO,G2,SD,PDG,LL,IPK_SM
879,L,BIO,G3,SRJN,GRD,BPN,IPK_SM
880,L,BIO,G2,SD,PDG,PDG,IPK_SM
881,P,BIO,G5,SRJN,LL,PS,IPK_SM
882,L,BIO,G4,SMTA,LL,GRD,IPK_SM
883,P,BIO,G2,SMTA,LL,PDG,IPK_SM
884,P,BIO,G3,SMP,LL,PDG,IPK_SM
885,P,BIO,G6,SMTA,LL,PS,IPK_SM
886,L,BIO,G2,SMTA,LL,BPN,IPK_M
887,P,BIO,G3,LL,PDG,PS,IPK_SM
888,P,BIO,G4,SMTA,LL,PNS,IPK_SM
889,P,BIO,G2,SD,LL,LL,IPK_SM
890,L,BIO,G1,SD,PDG,BPN,IPK_SM
891,P,BIO,G7,SMTA,LL,PS,IPK_SM
892,P,BIO,G3,SRJN,PDG,LL,IPK_SM
893,P,BIO,G6,SMTA,LL,PS,IPK_SM
894,P,BIO,G3,LL,LL,PNS,IPK_SM
895,P,BIO,G5,SRJN,GRD,PS,IPK_SM
896,P,BIO,G2,LL,BPN,BPN,IPK_SM
897,L,BIO,G2,SD,BPN,BPN,IPK_SM
898,P,BIO,G3,SMTA,LL,PS,IPK_CUM
899,P,BIO,G4,SRJN,GRD,GRD,IPK_CUM
900,P,BIO,G3,SMP,LL,BPN,IPK_CUM
901,P,BIO,G7,SRJN,LL,GRD,IPK_SM
902,P,BIO,G6,SMTA,GRD,LL,IPK_CUM
903,L,BIO,G4,SRJN,LL,PS,IPK_SM
904,L,BIO,G5,SMTA,LL,PS,IPK_CUM
905,P,BIO,G3,SMTA,PDG,PDG,IPK_SM
906,P,BIO,G1,SD,BPN,BPN,IPK_SM
907,P,BIO,G4,LL,LL,PDG,IPK_SM
908,P,BIO,G1,LL,PDG,BPN,IPK_SM
909,P,BIO,G4,SMTA,LL,PS,IPK_SM
910,P,BIO,G2,SD,BPN,BPN,IPK_CUM
911,L,BIO,G3,SMTA,PS,PNS,IPK_SM
912,L,BIO,G2,SRJN,PDG,BPN,IPK_SM
913,P,BIO,G3,SMP,PS,PDG,IPK_CUM
914,P,BIO,G4,SMP,PDG,PDG,IPK_SM
915,L,BIO,G3,SMTA,PDG,PSN,IPK_SM
916,L,BIO,G3,SMTA,LL,ABRI,IPK_SM
917,P,BIO,G4,SRJN,GRD,BPN,IPK_SM
918,P,BIO,G2,SMTA,PDG,PDG,IPK_CUM
919,P,BIO,G4,SRJN,LL,PS,IPK_SM
920,P,BIO,G3,SD,BPN,BPN,IPK_CUM
921,L,BIO,G2,SRJN,LL,PS,IPK_SM
922,P,BIO,G3,SRJN,LL,PDG,IPK_CUM
923,P,BIO,G4,SMTA,LL,PDG,IPK_SM
924,L,BIO,G3,SMTA,BPN,BPN,IPK_SM
925,P,BIO,G3,SMP,PDG,PS,IPK_SM
926,P,BIO,G2,SMP,LL,BPN,IPK_CUM
927,P,BIO,G4,SRJN,PS,PNS,IPK_CUM
928,P,BIO,G4,SMTA,LL,GRD,IPK_SM
929,P,BIO,G2,SMTA,PDG,PDG,IPK_SM
930,P,BIO,G3,SMP,LL,PSN,IPK_CUM
931,P,BIO,G3,SMTA,LL,PNS,IPK_CUM
932,P,BIO,G2,SMTA,LL,LL,IPK_CUM
933,P,BIO,G3,SMTA,PDG,PDG,IPK_SM
934,L,BIO,G7,SRJN,LL,PNS,IPK_CUM
935,P,BIO,G4,SRJN,BPN,PNS,IPK_SM
936,L,BIO,G3,SRJN,GRD,GRD,IPK_SM
937,P,BIO,G4,SRJN,PNS,PNS,IPK_SM
938,P,BIO,G4,SRJN,LL,ABRI,IPK_CUM
939,P,BIO,G4,SMTA,LL,LL,IPK_SM
940,P,BIO,G2,LL,LL,BPN,IPK_CUM
941,P,BIO,G3,SD,LL,PDG,IPK_SM
942,P,BIO,G2,SMP,LL,BPN,IPK_SM
943,P,BIO,G3,SMTA,LL,PDG,IPK_CUM
944,P,BIO,G3,SMP,PS,PS,IPK_SM
945,P,BIO,G2,SD,PDG,PDG,IPK_SM
946,P,BIO,G5,SRJN,LL,GRD,IPK_SM
947,P,BIO,G2,SD,BPN,BPN,IPK_SM
948,L,BIO,G4,SMTA,LL,GRD,IPK_CUM
949,L,IF,G3,SRJN,LL,PS,IPK_CUM
950,L,IF,G2,SMTA,PDG,PDG,IPK_SM
951,L,IF,G3,SMTA,LL,GRD,IPK_SM
952,L,IF,G3,SMTA,GRD,LL,IPK_M
953,L,IF,G4,SD,LL,PNS,IPK_SM
954,L,IF,G3,SMTA,LL,BPN,IPK_SM
955,L,IF,G4,SRJN,PNS,PNS,IPK_SM
956,P,IF,G3,SRJN,PNS,LL,IPK_SM
957,L,IF,G2,SD,LL,PNS,IPK_SM
958,L,IF,G2,SMTA,LL,LL,IPK_SM
959,L,IF,G3,SMTA,PDG,PNS,IPK_SM
960,P,IF,G3,SMTA,LL,PS,IPK_SM
961,P,IF,G3,SD,PDG,BPN,IPK_SM
962,L,IF,G3,SRJN,GRD,GRD,IPK_SM
963,L,IF,G3,SRJN,GRD,PNS,IPK_SM
964,P,IF,G3,SMTA,LL,GRD,IPK_SM
965,P,IF,G3,SMTA,PS,PS,IPK_CUM
966,L,IF,G2,SMTA,LL,PNS,IPK_SM
967,P,IF,G3,SRJN,LL,PNS,IPK_SM
968,L,IF,G3,SD,PDG,PDG,IPK_M
969,P,IF,G2,SD,LL,PNS,IPK_SM
970,P,IF,G3,SRJN,GRD,PSN,IPK_CUM
971,P,IF,G4,SRJN,GRD,PNS,IPK_SM
972,P,IF,G3,SRJN,GRD,GRD,IPK_SM
973,P,IF,G3,SMTA,GRD,GRD,IPK_SM
974,P,IF,G4,SRJN,GRD,GRD,IPK_CUM
975,P,IF,G3,SMTA,LL,GRD,IPK_CUM
976,L,IF,G4,SMTA,LL,PNS,IPK_SM
977,P,IF,G4,SRJN,GRD,GRD,IPK_SM
978,P,IF,G4,SRJN,PNS,PNS,IPK_CUM
979,P,IF,G4,SRJN,LL,LL,IPK_SM
980,L,IF,G4,SRJN,GRD,PSN,IPK_SM
981,P,IF,G4,SRJN,PDG,PNS,IPK_CUM
982,P,IF,G4,SRJN,LL,PNS,IPK_SM
983,L,IF,G2,SMTA,LL,PSN,IPK_SM
984,P,IF,G3,SRJN,LL,PNS,IPK_SM
985,P,IF,G3,SRJN,PSN,PSN,IPK_CUM
986,L,IF,G2,SD,BPN,BPN,IPK_CUM
987,L,IF,G4,SRJN,PS,PNS,IPK_KM
988,P,IF,G6,SRJN,GRD,PNS,IPK_SM
989,L,IF,G4,SRJN,PNS,GRD,IPK_CUM
990,L,IF,G3,SMTA,LL,GRD,IPK_SM
991,L,IF,G3,SD,PDG,PNS,IPK_SM
992,L,IF,G5,SMTA,LL,PDG,IPK_M
993,P,IF,G4,SMTA,PNS,PS,IPK_CUM
994,P,IF,G1,SRJN,PDG,PDG,IPK_SM
995,L,IF,G3,SMP,PDG,GRD,IPK_M
996,L,IF,G4,LL,LL,PDG,IPK_SM
997,L,IF,G4,SRJN,GRD,GRD,IPK_CUM
998,P,IF,G3,SMP,LL,PSN,IPK_CUM
999,P,IF,G4,LL,LL,PS,IPK_CUM
1000,L,IF,G4,SRJN,LL,PNS,IPK_CUM
1001,P,IF,G2,SMTA,LL,PSN,IPK_SM
1002,L,IF,G7,SMTA,PDG,PDG,IPK_M
1003,P,IF,G3,SD,PDG,PDG,IPK_CUM
1004,P,IF,G3,SMTA,LL,PS,IPK_SM
1005,P,IF,G3,SMTA,PDG,GRD,IPK_SM
1006,L,IF,G4,SRJN,LL,GRD,IPK_SM
1007,P,IF,G3,SMTA,LL,PS,IPK_SM
1008,P,IF,G4,SRJN,PNS,PNS,IPK_CUM
1009,P,IF,G4,SMTA,PS,PNS,IPK_M
1010,L,IF,G3,SMP,LL,PS,IPK_SM
1011,L,IF,G4,SRJN,PDG,PDG,IPK_SM
1012,L,IF,G3,SMTA,PS,PDG,IPK_CUM
1013,L,IF,G4,SRJN,GRD,PS,IPK_SM
1014,L,IF,G4,SMTA,PNS,GRD,IPK_SM
1015,L,IF,G6,SRJN,LL,PS,IPK_SM
1016,P,IF,G2,SD,LL,PNS,IPK_SM
1017,P,IF,G4,SMTA,PDG,GRD,IPK_M
1018,L,IF,G3,SRJN,GRD,ABRI,IPK_SM
1019,L,IF,G4,SRJN,PDG,PNS,IPK_SM
1020,P,IF,G3,SMTA,PDG,PSN,IPK_SM
1021,L,IF,G5,SRJN,GRD,GRD,IPK_SM
1022,L,IF,G5,SMTA,LL,PNS,IPK_SM
1023,L,IF,G4,SMP,PDG,PDG,IPK_SM
1024,P,IF,G4,SRJN,LL,PDG,IPK_M
1025,P,IF,G7,SRJN,GRD,PNS,IPK_SM
1026,L,IF,G2,LL,PDG,BPN,IPK_SM
1027,P,IF,G3,SRJN,GRD,PNS,IPK_SM
1028,L,IF,G4,SMTA,LL,PDG,IPK_SM
1029,L,IF,G3,SRJN,GRD,PDG,IPK_SM
1030,L,IF,G4,SMTA,LL,PS,IPK_SM
1031,P,IF,G2,SD,BPN,BPN,IPK_SM
1032,P,IF,G1,LL,LL,BPN,IPK_SM
1033,L,IF,G4,SRJN,GRD,GRD,IPK_M
1034,L,IF,G2,SMTA,LL,PDG,IPK_SM
1035,L,IF,G4,SMTA,LL,PDG,IPK_SM
1036,P,IF,G2,SMP,LL,PDG,IPK_CUM
1037,L,IF,G3,SD,PDG,PNS,IPK_M
1038,L,IF,G2,SD,PDG,PDG,IPK_CUM
1039,P,IF,G4,SRJN,PNS,PS,IPK_SM
1040,L,IF,G3,SRJN,PS,PDG,IPK_SM
1041,L,IF,G3,SRJN,GRD,GRD,IPK_CUM
1042,P,IF,G5,SMTA,PDG,PDG,IPK_SM
1043,P,IF,G2,SD,BPN,BPN,IPK_SM
1044,P,IF,G3,SRJN,GRD,GRD,IPK_SM
1045,L,IF,G3,SMTA,PNS,PDG,IPK_M
1046,L,IF,G1,SD,BPN,BPN,IPK_SM
1047,P,IF,G6,SRJN,LL,PNS,IPK_SM
1048,L,IF,G4,SRJN,PDG,GRD,IPK_SM
1049,L,IF,G4,SRJN,GRD,GRD,IPK_SM
1050,P,IF,G2,SRJN,LL,PS,IPK_SM
1051,P,IF,G4,SRJN,PS,PNS,IPK_SM
1052,L,IF,G3,SMTA,PDG,LL,IPK_KM
1053,P,IF,G4,SRJN,GRD,GRD,IPK_SM
1054,L,IF,G3,SMP,PNS,GRD,IPK_SM
1055,L,IF,G5,SRJN,GRD,GRD,IPK_CUM
1056,L,IF,G2,SMTA,LL,PSN,IPK_SM
1057,L,IF,G4,SRJN,GRD,GRD,IPK_SM
1058,L,IF,G3,SD,LL,PSN,IPK_SM
1059,P,IF,G4,SMTA,GRD,PS,IPK_SM
1060,P,IF,G1,SD,LL,PDG,IPK_CUM
1061,P,IF,G3,SMTA,PDG,PS,IPK_SM
1062,L,IF,G2,SMTA,PDG,PDG,IPK_KM
1063,P,IF,G4,SRJN,GRD,GRD,IPK_SM
1064,L,IF,G4,SMTA,LL,PS,IPK_SM
1065,P,IF,G4,SRJN,PNS,PNS,IPK_SM
1066,L,IF,G4,SRJN,GRD,GRD,IPK_SM
1067,L,IF,G2,SMP,BPN,PS,IPK_SM
1068,P,IF,G4,SRJN,GRD,GRD,IPK_SM
1069,P,IF,G4,SMTA,GRD,BPN,IPK_SM
1070,L,IF,G4,SMP,LL,PS,IPK_SM
1071,P,IF,G4,SMTA,LL,GRD,IPK_CUM
1072,L,IF,G2,SRJN,GRD,LL,IPK_CUM
1073,P,IF,G2,SMP,BPN,BPN,IPK_CUM
1074,P,IF,G4,SRJN,GRD,GRD,IPK_SM
1075,P,IF,G4,SRJN,GRD,GRD,IPK_SM
1076,P,IF,G4,SRJN,LL,GRD,IPK_CUM
1077,P,IF,G2,LL,LL,PS,IPK_SM
1078,P,IF,G3,SMTA,PNS,PSN,IPK_SM
1079,P,IF,G2,SMTA,BPN,PDG,IPK_SM
1080,P,IF,G4,SMTA,LL,GRD,IPK_SM
1081,L,IF,G2,SMTA,LL,PSN,IPK_CUM
1082,L,IF,G4,SRJN,GRD,PNS,IPK_CUM
1083,P,IF,G4,SRJN,GRD,GRD,IPK_SM
1084,P,IF,G4,SRJN,GRD,GRD,IPK_SM
1085,L,IF,G4,SRJN,GRD,LL,IPK_CUM
1086,P,IF,G4,SRJN,GRD,GRD,IPK_SM
1087,L,IF,G4,SRJN,GRD,PNS,IPK_CUM
1088,L,IF,G1,SD,LL,LL,IPK_CUM
1089,L,IF,G4,SMTA,PDG,GRD,IPK_SM
1090,P,IF,G1,SMTA,PS,LL,IPK_CUM
1091,L,IF,G3,LL,LL,LL,IPK_M
1092,P,IF,G2,SMTA,LL,PS,IPK_SM
1093,L,IF,G3,SMP,PDG,PNS,IPK_SM
1094,L,IF,G4,SRJN,GRD,LL,IPK_CUM
1095,L,IF,G7,SRJN,LL,GRD,IPK_SM
1096,L,IF,G4,SMTA,LL,PNS,IPK_M
1097,P,IF,G5,SRJN,GRD,GRD,IPK_CUM
1098,P,IF,G2,SMP,LL,PS,IPK_SM
1099,P,IF,G3,SRJN,GRD,PDG,IPK_SM
1100,L,IF,G5,SRJN,LL,PS,IPK_SM
1101,P,IF,G3,SRJN,PDG,PDG,IPK_SM
1102,L,IF,G3,SMTA,LL,PSN,IPK_CUM
1103,L,IF,G3,SMTA,LL,PSN,IPK_SM
1104,P,IF,G3,SRJN,LL,PNS,IPK_CUM
1105,P,IF,G5,SRJN,PNS,PS,IPK_CUM
1106,L,IF,G3,SMTA,LL,BPN,IPK_SM
1107,P,IF,G2,SMP,PDG,BPN,IPK_CUM
1108,P,IF,G4,SRJN,PNS,PNS,IPK_CUM
1109,L,IF,G4,SMTA,LL,GRD,IPK_SM
1110,L,IF,G5,SRJN,GRD,PNS,IPK_SM
1111,P,IF,G5,SMTA,LL,PDG,IPK_SM
1112,P,IF,G4,SMTA,LL,PS,IPK_SM
1113,P,IF,G3,SRJN,GRD,PSN,IPK_CUM
1114,L,IF,G3,SMTA,LL,PSN,IPK_SM
1115,P,IF,G4,SRJN,GRD,GRD,IPK_SM
1116,P,IF,G4,SRJN,PNS,PS,IPK_CUM
1117,P,IF,G4,SMTA,PDG,PDG,IPK_CUM
1118,P,IF,G4,SRJN,GRD,PSN,IPK_SM
1119,P,IF,G4,SRJN,GRD,GRD,IPK_SM
1120,L,IF,G5,SRJN,ABRI,PSN,IPK_SM
1121,P,IF,G4,SMTA,GRD,GRD,IPK_CUM
1122,P,IF,G4,SRJN,GRD,PS,IPK_CUM
1123,P,IF,G3,SMTA,LL,PS,IPK_CUM
1124,L,IF,G3,SD,LL,BPN,IPK_CUM
1125,L,IF,G4,SMTA,LL,ABRI,IPK_SM
1126,P,IF,G1,SMTA,LL,BPN,IPK_CUM
1127,L,IF,G5,SRJN,PNS,GRD,IPK_CUM
1128,L,IF,G4,SRJN,LL,GRD,IPK_SM
1129,L,IF,G5,SMTA,PS,ABRI,IPK_CUM
1130,L,IF,G4,SMTA,LL,PDG,IPK_CUM
1131,P,IF,G5,SRJN,PS,PNS,IPK_CUM
1132,L,IF,G3,SD,LL,PSN,IPK_CUM
1133,P,IF,G4,SMTA,PDG,GRD,IPK_SM
1134,P,IF,G3,SRJN,GRD,LL,IPK_CUM
1135,L,IF,G4,SRJN,LL,PS,IPK_CUM
